
0
OAContexts
os,ADD_EXTENT
licenses,ADD_EXTENT
softwares,ADD_EXTENT
OOContexts
software2license,exist
software2os,exist

1
OAContexts
os,ADD_EXTENT
licenses,ADD_EXTENT
softwares,ADD_EXTENT
OOContexts
software2license,exist
software2os,exist

2
OAContexts
os,ADD_EXTENT
licenses,ADD_EXTENT
softwares,ADD_EXTENT
OOContexts
software2license,exist
software2os,exist
